Date,Corporate Entity,Pipeline Name,Key Point,Available Capacity (1000 m3/d),Original Nominations (1000 m3/d),Accepted Nominations (1000 m3/d),Apportionment Percentage
2014-12-01,PKM Cochin ULC,Cochin,Windsor,12.08,,,
2015-01-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,12.16,,0.0
2015-01-01,PKM Cochin ULC,Cochin,Windsor,12.08,,,
2015-02-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,14.6,,0.0
2015-02-01,PKM Cochin ULC,Cochin,Windsor,12.08,,,
2015-03-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,15.01,,0.0
2015-03-01,PKM Cochin ULC,Cochin,Windsor,12.08,,,
2015-04-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,13.15,,0.0
2015-04-01,PKM Cochin ULC,Cochin,Windsor,12.08,,,
2015-05-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,13.22,,0.0
2015-05-01,PKM Cochin ULC,Cochin,Windsor,12.08,,,
2015-06-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,10.21,,0.0
2015-06-01,PKM Cochin ULC,Cochin,Windsor,12.08,,,
2015-07-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,13.96,,0.0
2015-07-01,PKM Cochin ULC,Cochin,Windsor,12.08,,,
2015-08-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,14.16,,0.0
2015-08-01,PKM Cochin ULC,Cochin,Windsor,12.08,,,
2015-09-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,13.19,,0.03162
2015-09-01,PKM Cochin ULC,Cochin,Windsor,12.08,,,
2015-10-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,12.59,,0.0
2015-10-01,PKM Cochin ULC,Cochin,Windsor,12.08,,,
2015-11-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,11.07,,0.0
2015-11-01,PKM Cochin ULC,Cochin,Windsor,12.08,,,
2015-12-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,13.69,,0.0
2015-12-01,PKM Cochin ULC,Cochin,Windsor,12.08,,,
2016-01-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,13.72,,0.0
2016-01-01,PKM Cochin ULC,Cochin,Windsor,12.08,,,
2016-02-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,12.02,,0.0
2016-02-01,PKM Cochin ULC,Cochin,Windsor,12.08,,,
2016-03-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,12.98,,0.0
2016-03-01,PKM Cochin ULC,Cochin,Windsor,12.08,,,
2016-04-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,12.66,,0.0
2016-04-01,PKM Cochin ULC,Cochin,Windsor,12.08,,,
2016-05-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,12.75,,0.0
2016-05-01,PKM Cochin ULC,Cochin,Windsor,12.08,,,
2016-06-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,14.92,,0.0
2016-06-01,PKM Cochin ULC,Cochin,Windsor,12.08,,,
2016-07-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,15.1,,0.0586
2016-07-01,PKM Cochin ULC,Cochin,Windsor,12.08,,,
2016-08-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,14.51,,0.0
2016-08-01,PKM Cochin ULC,Cochin,Windsor,12.08,,,
2016-09-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,14.34,14.34,,0.05
2016-09-01,PKM Cochin ULC,Cochin,Windsor,12.08,,,
2016-10-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,14.54,,0.1014308
2016-10-01,PKM Cochin ULC,Cochin,Windsor,12.08,,,
2016-11-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,15.1,,0.049683228
2016-11-01,PKM Cochin ULC,Cochin,Windsor,12.08,,,
2016-12-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,13.93,,0.0
2016-12-01,PKM Cochin ULC,Cochin,Windsor,12.08,,,
2017-01-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,13.51,,0.0
2017-01-01,PKM Cochin ULC,Cochin,Windsor,12.08,,,
2017-02-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,15.36,,0.027726432532347505
2017-02-01,PKM Cochin ULC,Cochin,Windsor,12.08,,,
2017-03-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,14.19,,0.0
2017-03-01,PKM Cochin ULC,Cochin,Windsor,12.08,,,
2017-04-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,14.76,,0.0
2017-04-01,PKM Cochin ULC,Cochin,Windsor,12.08,,,
2017-05-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,15.51,,0.0
2017-05-01,PKM Cochin ULC,Cochin,Windsor,12.08,,,
2017-06-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,13.59,,0.0
2017-06-01,PKM Cochin ULC,Cochin,Windsor,12.08,,,
2017-07-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,14.29,,0.0
2017-07-01,PKM Cochin ULC,Cochin,Windsor,12.08,,,
2017-08-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,15.51,,0.0
2017-08-01,PKM Cochin ULC,Cochin,Windsor,12.08,,,
2017-09-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,13.59,,0.0
2017-09-01,PKM Cochin ULC,Cochin,Windsor,12.08,,,
2017-10-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,14.62,,0.0
2017-10-01,PKM Cochin ULC,Cochin,Windsor,12.08,,,
2017-11-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,13.73,,0.0
2017-11-01,PKM Cochin ULC,Cochin,Windsor,0.0,,,
2017-12-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,12.23,,0.0
2017-12-01,PKM Cochin ULC,Cochin,Windsor,12.08,,,
2018-01-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,13.04,,0.0
2018-02-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,14.09,,0.0
2018-03-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,15.15,,0.0
2018-04-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,15.4,,0.0
2018-05-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,11.94,,0.0
2018-06-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,14.57,,0.0
2018-07-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,14.61,,0.0
2018-08-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,12.66,,0.0
2018-09-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,9.65,,0.0
2018-10-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,14.27,,0.0
2018-11-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,7.31,,0.0
2018-12-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,12.21,,0.0
2019-01-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,14.71,,0.0
2019-02-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,12.15,,0.0
2019-03-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,13.96,,0.0
2019-04-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,15.4,,0.0
2019-05-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,11.94,,0.0
2019-06-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,14.57,,0.0
2019-07-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,15.71,,0.0
2019-08-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,15.34,,0.0
2019-09-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,12.65,,0.0
2019-10-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,13.67,,0.0
2019-11-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,16.77,,0.0
2019-12-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,14.7,,0.0
2020-01-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,14.78,,0.0
2020-02-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,16.71,,0.0
2020-03-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,17.62,,0.0
2020-04-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,14.66,,0.0
2020-05-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,13.89,,0.0
2020-06-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,16.51,,0.0
2020-07-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,11.85,,0.0
2020-08-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,11.82,,0.0
2020-09-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,11.36,,0.0
2020-10-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,14.23,,0.0
2020-11-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,14.96,,0.0
2020-12-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,16.81,,0.0
2021-01-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,14.53,,0.0
2021-02-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,15.13,,0.0
2021-03-01,PKM Cochin ULC,Cochin,Ft. Saskatchewan,15.1,17.21,,0.0
2017-01-01,TEML Westpur Pipelines Limited (TEML),Westpur Pipeline,system,39.33,,,
2017-02-01,TEML Westpur Pipelines Limited (TEML),Westpur Pipeline,system,39.33,,,
2017-03-01,TEML Westpur Pipelines Limited (TEML),Westpur Pipeline,system,39.33,,,
2017-04-01,TEML Westpur Pipelines Limited (TEML),Westpur Pipeline,system,39.33,,,
2017-05-01,TEML Westpur Pipelines Limited (TEML),Westpur Pipeline,system,39.33,,,
2017-06-01,TEML Westpur Pipelines Limited (TEML),Westpur Pipeline,system,39.33,,,
2017-07-01,TEML Westpur Pipelines Limited (TEML),Westpur Pipeline,system,39.33,,,
2017-08-01,TEML Westpur Pipelines Limited (TEML),Westpur Pipeline,system,39.33,,,
2017-09-01,TEML Westpur Pipelines Limited (TEML),Westpur Pipeline,system,39.33,,,
2017-10-01,TEML Westpur Pipelines Limited (TEML),Westpur Pipeline,system,39.33,,,
2017-11-01,TEML Westpur Pipelines Limited (TEML),Westpur Pipeline,system,39.33,,,
2017-12-01,TEML Westpur Pipelines Limited (TEML),Westpur Pipeline,system,39.33,,,
2018-01-01,TEML Westpur Pipelines Limited (TEML),Westpur Pipeline,system,39.33,,,
2018-02-01,TEML Westpur Pipelines Limited (TEML),Westpur Pipeline,system,39.33,,,
2018-03-01,TEML Westpur Pipelines Limited (TEML),Westpur Pipeline,system,39.33,,,
2018-04-01,TEML Westpur Pipelines Limited (TEML),Westpur Pipeline,system,39.33,,,
2018-05-01,TEML Westpur Pipelines Limited (TEML),Westpur Pipeline,system,39.33,,,
2018-06-01,TEML Westpur Pipelines Limited (TEML),Westpur Pipeline,system,39.33,,,
2018-07-01,TEML Westpur Pipelines Limited (TEML),Westpur Pipeline,system,39.33,,,
2018-08-01,TEML Westpur Pipelines Limited (TEML),Westpur Pipeline,system,39.33,,,
2018-09-01,TEML Westpur Pipelines Limited (TEML),Westpur Pipeline,system,39.33,,,
2018-10-01,TEML Westpur Pipelines Limited (TEML),Westpur Pipeline,system,39.33,,,
2018-11-01,TEML Westpur Pipelines Limited (TEML),Westpur Pipeline,system,39.33,,,
2018-12-01,TEML Westpur Pipelines Limited (TEML),Westpur Pipeline,system,39.33,,,
2019-01-01,TEML Westpur Pipelines Limited (TEML),Westpur Pipeline,system,39.33,,,
2019-02-01,TEML Westpur Pipelines Limited (TEML),Westpur Pipeline,system,39.33,,,
2006-01-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,35.0,43.0,,0.19
2006-02-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,36.0,74.0,,0.52
2006-03-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,37.0,106.0,,0.65
2006-04-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,35.0,39.0,,0.1
2006-05-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,29.0,29.0,,0.0
2006-06-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,36.0,37.0,,0.02
2006-07-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,37.0,37.0,,0.0
2006-08-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,37.0,37.0,,0.0
2006-09-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,39.0,49.0,,0.2
2006-10-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,35.0,36.0,,0.02
2006-11-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,37.0,43.0,,0.14
2006-12-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,30.0,46.0,,0.34
2007-01-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,36.0,42.0,,0.13
2007-02-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,35.0,37.0,,0.05
2007-03-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,35.0,35.0,,0.0
2007-04-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,40.0,46.0,,0.13
2007-05-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,42.0,49.0,,0.16
2007-06-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,42.0,67.0,,0.37
2007-07-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,42.0,61.0,,0.31
2007-08-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,43.0,50.0,,0.15
2007-09-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,42.0,60.0,,0.3
2007-10-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,39.0,67.0,,0.42
2007-11-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,43.0,61.0,,0.29
2007-12-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,40.0,76.0,,0.47
2008-01-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,40.0,47.0,,0.15
2008-02-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,42.0,42.0,,0.0
2008-03-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,33.0,33.0,,0.0
2008-04-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,40.0,42.0,,0.05
2008-05-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,42.0,42.0,,0.0
2008-06-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,41.0,41.0,,0.0
2008-07-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,38.0,38.0,,0.0
2008-08-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,36.0,36.0,,0.0
2008-09-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,42.0,58.0,,0.28
2008-10-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,40.0,58.0,,0.31
2008-11-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,49.0,55.0,,0.1
2008-12-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,40.0,40.0,,0.0
2009-01-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,28.0,28.0,,0.0
2009-02-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,39.0,40.0,,0.05
2009-03-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,48.0,52.0,,0.08
2009-04-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,36.0,38.0,,0.05
2009-05-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,32.0,32.0,,0.0
2009-06-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,46.0,50.0,,0.08
2009-07-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,50.0,55.0,,0.09
2009-08-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,53.0,64.0,,0.17
2009-09-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,50.0,58.0,,0.15
2009-10-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,47.0,68.0,,0.3
2009-11-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,50.0,63.0,,0.21
2009-12-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,48.0,48.0,,0.0
2010-01-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,46.0,50.0,,0.07
2010-02-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,47.0,47.0,,0.0
2010-03-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,45.0,50.0,,0.09
2010-04-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,44.0,44.0,,0.0
2010-05-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,45.0,73.0,,0.38
2010-06-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,50.0,68.0,,0.26
2010-07-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,50.0,80.0,,0.37
2010-08-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,52.0,78.0,,0.33
2010-09-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,45.0,92.0,,0.51
2010-10-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,49.0,113.0,,0.57
2010-11-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,50.0,93.0,,0.46
2010-12-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,47.0,84.0,,0.43
2011-01-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,46.0,116.0,,0.6
2011-02-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,44.0,125.0,,0.65
2011-03-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,48.0,126.0,,0.62
2011-04-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,49.0,116.0,,0.58
2011-05-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,45.0,105.0,,0.58
2011-06-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,38.0,124.0,,0.69
2011-07-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,41.0,144.0,,0.72
2011-08-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,42.0,157.0,,0.73
2011-09-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,43.0,163.0,,0.74
2011-10-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,45.0,134.0,,0.67
2011-11-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,45.0,142.0,,0.68
2011-12-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,36.0,145.0,,0.75
2012-01-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,41.0,146.0,,0.72
2012-02-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,44.0,164.0,,0.73
2012-03-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,43.0,140.0,,0.69
2012-04-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,47.0,120.0,,0.61
2012-05-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,46.0,136.0,,0.66
2012-06-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,46.0,141.0,,0.68
2012-07-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,45.0,166.0,,0.73
2012-08-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,49.0,157.0,,0.69
2012-09-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,46.0,138.0,,0.67
2012-10-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,42.0,144.0,,0.71
2012-11-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,43.0,161.0,,0.73
2012-12-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,44.0,147.0,,0.7
2013-01-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,45.0,161.0,,0.72
2013-02-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,45.0,156.0,,0.71
2013-03-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,47.0,139.0,,0.66
2013-04-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,47.0,140.0,,0.67
2013-05-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,47.0,125.0,,0.62
2013-06-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,49.0,131.0,,0.63
2013-07-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,33.0,128.0,,0.74
2013-08-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,43.0,138.0,,0.69
2013-09-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,37.0,143.0,,0.74
2013-10-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,38.0,145.0,,0.74
2013-11-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,46.0,141.0,,0.67
2013-12-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,39.0,138.0,,0.72
2014-01-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,40.0,126.0,,0.68
2014-02-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,43.0,142.0,,0.7
2014-03-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,44.0,142.0,,0.69
2014-04-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,46.0,126.0,,0.64
2014-05-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,45.0,140.0,,0.68
2014-06-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,45.0,145.0,,0.69
2014-07-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,45.0,153.0,,0.71
2014-08-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,46.0,157.0,,0.71
2014-09-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,44.0,138.0,,0.68
2014-10-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,46.0,149.0,,0.69
2014-11-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,46.0,143.0,,0.68
2014-12-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,50.0,150.0,,0.67
2015-01-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,43.0,150.0,,0.72
2015-02-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,50.0,145.0,,0.66
2015-03-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,47.0,124.0,,0.62
2015-04-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,51.0,124.0,,0.59
2015-05-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,54.0,118.0,,0.54
2015-06-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,50.0,64.0,,0.22
2015-07-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,50.0,65.0,,0.24
2015-08-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,51.0,74.0,,0.31
2015-09-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,46.0,72.0,,0.36
2015-10-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,51.0,74.0,,0.3
2015-11-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,51.0,63.0,,0.19
2015-12-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,45.0,54.0,,0.18
2016-01-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,49.0,63.0,,0.23
2016-02-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,50.0,56.0,,0.11
2016-03-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,49.0,54.0,,0.09
2016-04-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,51.0,60.0,,0.15
2016-05-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,51.0,59.0,,0.13
2016-06-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,51.0,62.0,,0.18
2016-07-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,53.0,53.0,,0.01
2016-08-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,50.0,57.0,,0.12
2016-09-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,54.0,66.0,,0.19
2016-10-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,45.0,59.0,,0.24
2016-11-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,48.0,59.0,,0.18
2016-12-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,46.0,58.0,,0.21
2017-01-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,48.0,61.0,,0.22
2017-02-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,52.0,71.0,,0.27
2017-03-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,47.0,63.0,,0.25
2017-04-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,49.0,75.0,,0.35
2017-05-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,52.0,58.0,,0.11
2017-06-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,44.0,57.0,,0.23
2017-07-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,52.0,66.0,,0.22
2017-08-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,48.0,56.0,,0.15
2017-09-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,55.0,66.0,,0.16
2017-10-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,44.0,53.0,,0.17
2017-11-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,51.0,67.0,,0.24
2017-12-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,49.0,64.0,,0.23
2018-01-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,42.0,65.0,,0.35
2018-02-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,49.0,72.0,,0.32
2018-03-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,46.0,68.0,,0.32
2018-04-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,47.0,83.0,,0.44
2018-05-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,49.0,79.0,,0.38
2018-06-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,46.0,81.0,,0.43
2018-07-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,46.0,85.0,,0.46
2018-08-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,48.0,82.0,,0.42
2018-09-01,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,All,43.0,75.0,,0.43
